"old","new"
"St. Xavier's College, Kathmandu","st xaviers college kathmandu"
"St. Xaviers College, Kolkata","st xaviers college kolkata"
"St. Xavier's College, Kolkata","st xaviers college kolkata"
"St. Xaviers College, Maitighar","st xaviers college maitighar"
"St. Xavier's College, Ranchi","st xaviers college ranchi"
"St. Xavier's Collegiate School","st xaviers collegiate school"
"St. Xavier's Collegiate School, Kolkata","st xaviers collegiate school kolkata"
"St. Xaviers Convent School, Jammu and Kashmir","st xaviers convent school jammu and kashmir"
"st. xaviers high school","st xaviers high school"
"St. Xaviers high school","st xaviers high school"
"St. Xaviers High School","st xaviers high school"
"St. Xavier's High School","st xaviers high school"
"st. xaviers high school panchkula","st xaviers high school panchkula"
"St. Xaviers High School, Adipur","st xaviers high school adipur"
"St. Xavier's High School, Nerul Navi Mumbai","st xaviers high school nerul navi mumbai"
"St. Xaviers' Institution","st xaviers institution"
"St. Xavier's School","st xaviers school"
"St. Xavier's School ,Purulia","st xaviers school purulia"
"St. Xavier's School, Burdwan","st xaviers school burdwan"
"St. Xavier's School, Delhi","st xaviers school delhi"
"St. Xavier's School, Durgapur","st xaviers school durgapur"
"St. Xavier's School, Rohini","st xaviers school rohini"
"St. Xavier's School,Bokaro Steel City","st xaviers school bokaro steel city"
"st. xaviers sr sec school, Jaipur","st xaviers sr sec school jaipur"
"St. Xaviers Sr. Sec co-ed school bhopal","st xaviers sr sec coed school bhopal"
"st.agnes english medium school","stagnes english medium school"
"ST.ALOYSIUS ANGLO INDIAN GIRLS HIGHER SECONDARY SCHOOL,CHENNAI","staloysius anglo indian girls higher secondary school chennai"
"St.Aloysius College of Management And Information Technogy","staloysius college of management and information technogy"
"St.Alphonsa's High School","stalphonsas high school"
"st.andrews high school","st andrews high school"
"St.Andrews sr. sec. School","standrews sr sec school"
"st.Annes High School","st annes high school"
"St.Anns College Of Engineering And  Technology","st anns college of engineering and technology"
"St.Ann's college of Engineering and technology","st anns college of engineering and technology"
"st.anns junior college bapatla","stanns junior college bapatla"
"St.Antony's","stantonys"
"st.Antonys higher secondary school,elathagiri,krishnagiri.","stantonys higher secondary school elathagiri krishnagiri"
"St.Arnolds high school","starnolds high school"
"St.Augustine&#x27;s Days School,Kolkata","staugustine&x27s days school kolkata"
"st.basil&#x27;s school,basti,U.P.","stbasil&x27s school basti up"
"St.Bede's A.I. Hr.Sec School","stbedes ai hrsec school"
"St.Columbo Sr.Sec School","stcolumbo srsec school"
"St.Cyril and Methodius University, Skopje","stcyril and methodius university skopje"
"St.Dominic Savio Matriculation","stdominic savio matriculation"
"st.dominic's anglo indian higher secondary school","stdominics anglo indian higher secondary school"
"St.Francis Institue of Technology","st francis institue of technology"
"St.Ignatius English Medium High School","stignatius english medium high school"
"st.Isabels girls Higher secondary school","stisabels girls higher secondary school"
"st.joesphs college hir sec school","stjoesphs college hir sec school"
"St.John&#x27;s High Schoool","stjohn&x27s high schoool"
"St.johns","st johns"
"St.Joseph","st joseph"
"St.Joseph Eng","stjoseph eng"
"st.Joseph of cluny","stjoseph of cluny"
"st.joseph&#x27;s girls higher secondary school","stjoseph&x27s girls higher secondary school"
"St.Joseph&#x27;s Institute of Technology","stjoseph&x27s institute of technology"
"st.Josephs","st josephs"
"St.Josephs Anglo Indian Higher Secondary School","stjosephs anglo indian higher secondary school"
"St.Joseph's Anglo-Indian Girls Higher SecondarySchool","stjosephs angloindian girls higher secondaryschool"
"st.josephs college of engineering","stjosephs college of engineering"
"St.Josephs college of engineering","stjosephs college of engineering"
"St.Josephs College of Engineering","stjosephs college of engineering"
"St.joseph's college of engineering","stjosephs college of engineering"
"St.Joseph's College Of Engineering","stjosephs college of engineering"
"St.Joseph's Convent High School","stjosephs convent high school"
"St.Joseph's Convent, Coonoor","stjosephs convent coonoor"
"St.Josephs European School, Bangalore","stjosephs european school bangalore"
"St.josephs girls hr sec school","stjosephs girls hr sec school"
"st.josephs institute of technolgy","stjosephs institute of technolgy"
"st.joseph's Matric. Hr. sec. School","stjosephs matric hr sec school"
"St.Josephs Pre University","stjosephs pre university"
"st.josephs public school","stjosephs public school"
"St.Joseph's School, Khorabar,Gorakhpur","stjosephs school khorabar gorakhpur"
"St.Jude's Public School","stjudes public school"
"st.kabir school","stkabir school"
"St.Lawrence High school","st lawrence high school"
"St.Lawrenece High School","stlawrenece high school"
"ST.LITTLE FLOWER MATRIC.HR.SEC.SCHOOL","stlittle flower matrichrsecschool"
"St.Marks High School","st marks high school"
"st.martin","stmartin"
"st.martins engineering college","st martins engineering college"
"st.Martins Engineering college","st martins engineering college"
"St.Martins Engineering College","st martins engineering college"
"st.martins engineering college hyderabad","st martins engineering college hyderabad"
"St.Martin's High School","st martins high school"
"St.Mary&#x27;s High School","stmary&x27s high school"
"st.mary&#x27;s vidyaniketan high school","st mary&x27s vidyaniketan high school"
"St.Marys","stmarys"
"St.Mary's Convent Matric Hr. Sec. School, Annur","stmarys convent matric hr sec school annur"
"St.Mary's High School","st marys high school"
"St.Marys HSS, Colachel","stmarys hss colachel"
"St.Marys ICSE School","stmarys icse school"
"St.Michael College of Eng and Tech","stmichael college of eng and tech"
"st.michael&#x27;s high school, patna","stmichael&x27s high school patna"
"st.patrick matric higher seconda","stpatrick matric higher seconda"
"st.patricks high school","stpatricks high school"
"ST.PAUL&#x27;S SCHOOL","stpaul&x27s school"
"St.Peters Christu Jyothi High school","stpeters christu jyothi high school"
"St.Peters model school","stpeters model school"
"St.Petersburg Electrotechnical University","stpetersburg electrotechnical university"
"St.Petersburg Polytechnic University, St.Petersburg, Russia","stpetersburg polytechnic university stpetersburg russia"
"St.Petersburg State University","st petersburg state university"
"St.Petesburg University, Mathematics","stpetesburg university mathematics"
"st.rita high school","strita high school"
"St.Rocks High school","strocks high school"
"St.Stephen&#x27;s School","ststephen&x27s school"
"st.stephen's school,patna","ststephens school patna"
"St.Teresa at sec school","stteresa at sec school"
"ST.Theresas girls high school","sttheresas girls high school"
"St.Theresa's girls high school","sttheresas girls high school"
"St.Thomas College of Engineering and Technology","st thomas college of engineering and technology"
"St.thomas' college Thrissur, Kerala","stthomas college thrissur kerala"
"St.Thomas English Medium School","stthomas english medium school"
"St.Thomas english medium school, m","stthomas english medium school m"
"St.Thomas High School","st thomas high school"
"St.Thomas School","st thomas school"
"St.Vincent English Medium Higher Secondary School  Pala","stvincent english medium higher secondary school pala"
"St.Vincent Pallotti College,Nagpur","stvincent pallotti college nagpur"
"St.xavier high School","st xavier high school"
"St.Xavier&#x27;s High School","stxavier&x27s high school"
"St.Xavier&#x27;s Sr Sec School","stxavier&x27s sr sec school"
"st.xaviers","st xaviers"
"St.Xaviers","st xaviers"
"St.Xaviers Collegiate School, Kolkata","st xaviers collegiate school kolkata"
"St.Xavier's Jr./Sr. School","stxaviers jrsr school"
"St.Xavier's School,Hazaribag","stxaviers school hazaribag"
"St: Thomas Central School","st thomas central school"
"St:Matthias high school","stmatthias high school"
"Staffordshire University","staffordshire university"
"Staffordshire University, Stafford","staffordshire university stafford"
"Stamford University","stamford university"
"Stamford University Bangladesh","stamford university bangladesh"
"Stamford University, DhÃƒâ€žÃ¯Â¿Â½ka",""
"Standford Online University","standford online university"
"Standford University","standford university"
"Stanes Anglo Indian Higher Secondary School, Coimbatore","stanes anglo indian higher secondary school coimbatore"
"stanes higher secondary school coonoor","stanes higher secondary school coonoor"
"Stanford","stanford"
"stanford","stanford"
"Stanford High School Summer College","stanford high school summer college"
"Stanford Univerisity","stanford univerisity"
"stanford university","stanford university"
"Stanford university","stanford university"
"Stanford University","stanford university"
"Stanford University OHS","stanford university ohs"
"stanley college of engineering and technology for women","stanley college of engineering and technology for women"
"Stanley Medical College","stanley medical college"
"Starfleet Academy","starfleet academy"
"Starford University","starford university"
"State Board Haryana","state board haryana"
"State Educational Institution Secondary School No. 1192","state educational institution secondary school no 1192"
"State Engineering University of Armenia","state engineering university of armenia"
"State Engineering University of Armenia, Yerevan","state engineering university of armenia yerevan"
"State School of Higher Professional Education in Elblg","state school of higher professional education in elblg"
"State Universitu of New York","state universitu of new york"
"State University of Bangladesh","state university of bangladesh"
"State University of Campinas","state university of cinas"
"State University of Ceara","state university of ceara"
"State University of GoiÃƒÆ’Ã‚Â¡s",""
"State University of Informatics and Artificial Intelligence","state university of informatics and artificial intelligence"
"State University of Malang","state university of malang"
"State University of Management","state university of management"
"State University of Management, Moscow","state university of management moscow"
